contest_id,election_id,election_date,election_type,primary_party,question_text,question_type,office_id,office_name,office_modifier,district_id,district_type,district_name,candidate_id,candidate_name,retention_candidate_id,retention_candidate_name,division_id,division_type,division_name,vote_channel,is_winner,candidate_party_id,candidate_party_name,votes
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,56,Reform,155500
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1121,Eliot Rabin,,,68,County,New York ,,false,8,Republican,25582
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,780,Scott Hutchins,,,68,County,New York ,,false,28,Green,2516
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,68,County,New York ,,false,,,190
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,68,County,New York ,,false,,,2859
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,68,County,New York ,,false,,,0
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,193820
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,7,Democratic,29860
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,10,Working Families,1844
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,56,Reform,29860
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1121,Eliot Rabin,,,430,County,Queens,,false,8,Republican,3287
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,780,Scott Hutchins,,,430,County,Queens,,false,28,Green,633
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,430,County,Queens,,false,,,51
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,430,County,Queens,,false,,,1078
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,430,County,Queens,,false,,,0
609,9,2018-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,36857
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,67,County,Kings,,true,7,Democratic,22904
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,67,County,Kings,,true,10,Working Families,2876
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,3680,Robert Ardini,,,67,County,Kings,,false,8,Republican,2813
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,67,County,Kings,,false,,,38
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,67,County,Kings,,false,,,1651
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,67,County,Kings,,false,,,0
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,67,County,Kings,,false,,,30282
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,7,Democratic,172421
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,10,Working Families,8692
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,3680,Robert Ardini,,,68,County,New York ,,false,8,Republican,41648
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,68,County,New York ,,false,,,224
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,68,County,New York ,,false,,,13795
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,68,County,New York ,,false,,,0
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,236780
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,7,Democratic,34828
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,10,Working Families,2637
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,3680,Robert Ardini,,,430,County,Queens,,false,8,Republican,4938
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,430,County,Queens,,false,,,52
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,430,County,Queens,,false,,,2773
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,430,County,Queens,,false,,,0
1633,19,2016-11-08T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,45228
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,67,County,Kings,,true,7,Democratic,5635
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,67,County,Kings,,true,10,Working Families,1753
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,67,County,Kings,,false,8,Republican,747
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,67,County,Kings,,false,9,Conservative,223
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,67,County,Kings,,false,18,Independence,747
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,67,County,Kings,,false,,,21
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,67,County,Kings,,false,,,382
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,67,County,Kings,,false,,,0
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,67,County,Kings,,false,,,8868
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,7,Democratic,63200
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,10,Working Families,9156
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,68,County,New York ,,false,8,Republican,17433
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,68,County,New York ,,false,9,Conservative,1383
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,68,County,New York ,,false,18,Independence,17433
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,68,County,New York ,,false,,,45
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,68,County,New York ,,false,,,2818
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,68,County,New York ,,false,,,0
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,95088
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,7,Democratic,9605
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,10,Working Families,1254
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,430,County,Queens,,false,8,Republican,1384
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,430,County,Queens,,false,9,Conservative,235
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,3864,Nicholas S. Di lorio,,,430,County,Queens,,false,18,Independence,1384
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,430,County,Queens,,false,,,29
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,430,County,Queens,,false,,,791
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,430,County,Queens,,false,,,0
1743,22,2014-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,13464
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,67,County,Kings,,true,7,Democratic,17597
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,67,County,Kings,,true,10,Working Families,1826
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,67,County,Kings,,false,8,Republican,1794
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,67,County,Kings,,false,9,Conservative,233
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,67,County,Kings,,false,18,Independence,1794
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,67,County,Kings,,false,,,24
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,67,County,Kings,,false,,,2483
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,67,County,Kings,,false,,,0
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,67,County,Kings,,false,,,24195
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,7,Democratic,142067
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,68,County,New York ,,true,10,Working Families,5559
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,68,County,New York ,,false,8,Republican,37140
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,68,County,New York ,,false,9,Conservative,1746
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,68,County,New York ,,false,18,Independence,37140
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,68,County,New York ,,false,,,161
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,68,County,New York ,,false,,,21963
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,68,County,New York ,,false,,,0
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,210595
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,7,Democratic,26093
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,966,Carolyn B. Maloney,,,430,County,Queens,,true,10,Working Families,1228
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,430,County,Queens,,false,8,Republican,3176
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,430,County,Queens,,false,9,Conservative,278
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,4925,Christopher R. Wight,,,430,County,Queens,,false,18,Independence,3176
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,430,County,Queens,,false,,,30
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,430,County,Queens,,false,,,3837
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,430,County,Queens,,false,,,0
2470,34,2012-11-06T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,34919
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,7,Democratic,41490
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,10,Working Families,6309
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,4203,Alice Gaffney,,,67,County,Kings,,false,9,Conservative,2702
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,67,County,Kings,,false,,,28
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,67,County,Kings,,false,,,7565
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,67,County,Kings,,false,,,0
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,67,County,Kings,,false,,,58094
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,68,County,New York ,,true,7,Democratic,11032
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,68,County,New York ,,true,10,Working Families,1001
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,4203,Alice Gaffney,,,68,County,New York ,,false,9,Conservative,566
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,68,County,New York ,,false,,,16
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,68,County,New York ,,false,,,3102
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,68,County,New York ,,false,,,0
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,15717
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,430,County,Queens,,true,7,Democratic,8064
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,430,County,Queens,,true,10,Working Families,728
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,4203,Alice Gaffney,,,430,County,Queens,,false,9,Conservative,1214
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,430,County,Queens,,false,,,15
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,430,County,Queens,,false,,,2921
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,430,County,Queens,,false,,,0
2065,23,2010-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,12942
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,7,Democratic,79677
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,10,Working Families,5638
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6312,Allan Е. Romaguera,,,67,County,Kings,,false,8,Republican,6818
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6312,Allan Е. Romaguera,,,67,County,Kings,,false,9,Conservative,734
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,67,County,Kings,,false,,,2
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,67,County,Kings,,false,,,28713
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,67,County,Kings,,false,,,0
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,67,County,Kings,,false,,,121582
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,68,County,New York ,,true,7,Democratic,21305
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,68,County,New York ,,true,10,Working Families,1126
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6312,Allan Е. Romaguera,,,68,County,New York ,,false,8,Republican,2346
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6312,Allan Е. Romaguera,,,68,County,New York ,,false,9,Conservative,190
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,68,County,New York ,,false,,,6
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,68,County,New York ,,false,,,9118
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,68,County,New York ,,false,,,0
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,34091
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,430,County,Queens,,true,7,Democratic,14651
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,430,County,Queens,,true,10,Working Families,656
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6312,Allan Е. Romaguera,,,430,County,Queens,,false,8,Republican,3322
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6312,Allan Е. Romaguera,,,430,County,Queens,,false,9,Conservative,338
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,6,Scattering,,,430,County,Queens,,false,,,0
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,10,Blank,,,430,County,Queens,,false,,,7276
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,9,Void,,,430,County,Queens,,false,,,0
3531,67,2008-11-04T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,26243
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,7,Democratic,36267
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,10,Working Families,5615
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,6014,Allan  Romaguera,,,67,County,Kings,,false,8,Republican,3338
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,6014,Allan  Romaguera,,,67,County,Kings,,false,9,Conservative,600
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,5725,Blank/Void/Scattering,,,67,County,Kings,,false,,,8710
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,67,County,Kings,,false,,,54530
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,68,County,New York ,,true,7,Democratic,12108
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,68,County,New York ,,true,10,Working Families,1105
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,6014,Allan  Romaguera,,,68,County,New York ,,false,8,Republican,1106
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,6014,Allan  Romaguera,,,68,County,New York ,,false,9,Conservative,121
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,5725,Blank/Void/Scattering,,,68,County,New York ,,false,,,3130
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,68,County,New York ,,false,,,17570
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,430,County,Queens,,true,7,Democratic,7299
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,430,County,Queens,,true,10,Working Families,453
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,6014,Allan  Romaguera,,,430,County,Queens,,false,8,Republican,1699
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,6014,Allan  Romaguera,,,430,County,Queens,,false,9,Conservative,318
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,5725,Blank/Void/Scattering,,,430,County,Queens,,false,,,2477
3246,57,2006-11-07T00:00:00Z,General,,,,,,,188,Congressional District,12,1,Total Votes,,,430,County,Queens,,false,,,12246
3831,70,2004-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,7,Democratic,68041
3831,70,2004-11-02T00:00:00Z,General,,,,,,,188,Congressional District,12,32,Nydia M. Velazquez,,,67,County,Kings,,true,10,Working Families,5695
